frame,timestamp,wall_clock_ms,zone,px,py,angle,fov,render_w,render_h,dt_floor_ceil,dt_walls,dt_cast,dt_blit_walls,dt_visplane,dt_entities,dt_tint,dt_upscale,dt_hud,dt_sim,dt_physics,dt_frame_total,fps,strip_cache_size,strip_cache_prev_size,col_cache_size,ent_pool_size,bb_base_cache_size,glyph_cache_size,n_entities_visible,n_entity_billboards,n_deferred_halves,n_slices,c_extension_active
106,1771515498.001772,1128.0311000009533,pawn_shop,6.7,4.643,4.3484,1.0472,480,320,0.627,1.089,0.19,0.899,0.416,1.056,0.002,0.358,1.152,,,4.954,90.9,3032,0,0,0,0,143,14,8,7,127,True
107,1771515498.0127764,1138.1655000004685,pawn_shop,6.7,4.592,4.2644,1.0472,480,320,0.651,0.851,0.203,0.649,0.345,1.041,0.001,0.315,1.121,,,4.529,90.9,3036,0,0,0,0,143,14,8,12,132,True
108,1771515498.0227785,1148.0979999905685,pawn_shop,6.7,4.54,4.1924,1.0472,480,320,0.753,0.899,0.214,0.685,0.365,1.109,0.001,0.323,1.136,,,4.81,90.9,3042,0,0,0,0,143,14,7,15,135,True
109,1771515498.0317793,1158.062999995309,pawn_shop,6.7,4.486,4.1284,1.0472,480,320,0.725,0.898,0.204,0.694,0.377,1.123,0.001,0.287,1.108,,,4.723,90.9,3050,0,0,0,0,143,14,8,17,137,True
110,1771515498.0427828,1168.1917999958387,pawn_shop,6.7,4.432,4.0924,1.0472,480,320,0.815,0.915,0.197,0.717,0.371,1.239,0.002,0.396,1.147,,,5.125,98.0,3062,0,0,0,0,143,14,8,15,135,True
111,1771515498.0537848,1179.2563999915728,pawn_shop,6.7,4.378,4.0684,1.0472,480,320,0.801,0.97,0.194,0.777,0.361,1.132,0.001,0.266,1.098,,,4.82,98.0,3080,0,0,0,0,143,14,8,11,131,True
112,1771515498.062786,1188.9028000005055,pawn_shop,6.7,4.325,4.0644,1.0472,480,320,0.664,0.837,0.17,0.667,0.283,1.15,0.001,0.293,1.092,,,4.505,98.0,3090,0,0,0,0,143,14,8,5,125,True
113,1771515498.0737891,1199.9206999898888,pawn_shop,6.695,4.272,4.0564,1.0472,480,320,0.558,0.82,0.161,0.659,0.004,1.059,0.0,0.246,1.081,,,3.946,98.0,3102,0,0,0,0,143,14,8,0,120,True
114,1771515498.0837905,1209.9008999939542,pawn_shop,6.685,4.22,4.0524,1.0472,480,320,0.605,0.83,0.177,0.654,0.005,1.214,0.001,0.342,1.144,,,4.354,98.0,3109,0,0,0,0,143,14,8,0,120,True
115,1771515498.0947928,1221.0508999996819,pawn_shop,6.668,4.168,4.0564,1.0472,480,320,0.721,0.841,0.179,0.662,0.005,1.24,0.001,0.307,1.126,,,4.443,98.0,3117,0,0,0,0,143,14,8,0,120,True
116,1771515498.1057954,1232.008599996334,pawn_shop,6.648,4.115,4.1004,1.0472,480,320,0.793,0.916,0.173,0.744,0.005,1.205,0.001,0.296,1.095,,,4.496,98.0,3132,0,0,0,0,143,14,8,0,120,True
117,1771515498.1167982,1243.0649000016274,pawn_shop,6.626,4.062,4.1764,1.0472,480,320,0.717,0.828,0.157,0.671,0.004,1.302,0.001,0.222,1.072,,,4.28,98.0,3144,0,0,0,0,143,14,7,0,120,True
118,1771515498.1278002,1253.9670999976806,pawn_shop,6.602,4.007,4.2684,1.0472,480,320,0.755,0.804,0.161,0.644,0.004,1.445,0.001,0.279,1.08,,,4.558,98.0,3153,0,0,0,0,143,14,7,0,120,True
119,1771515498.138803,1264.9579999997513,pawn_shop,6.578,3.951,4.3404,1.0472,480,320,0.712,0.838,0.153,0.685,0.004,1.601,0.001,0.332,1.099,,,4.784,98.0,3168,0,0,0,0,143,14,6,0,120,True
120,1771515498.1498053,1275.8832999970764,pawn_shop,6.554,3.895,4.3444,1.0472,480,320,0.759,0.866,0.161,0.705,0.004,1.867,0.001,0.237,1.093,,,5.019,92.6,3182,0,0,0,0,143,14,6,0,120,True
121,1771515498.1598074,1285.883599994122,pawn_shop,6.531,3.838,4.3484,1.0472,480,320,0.695,0.761,0.156,0.605,0.004,2.008,0.001,0.303,1.085,,,5.053,92.6,3187,0,0,0,0,143,14,6,0,120,True
122,1771515498.1698098,1295.8354000002146,pawn_shop,6.508,3.781,4.3484,1.0472,480,320,0.737,0.814,0.16,0.654,0.004,2.216,0.001,0.246,1.082,,,5.292,92.6,3197,0,0,0,0,143,14,6,0,120,True
123,1771515498.1798122,1305.8581999939634,pawn_shop,6.485,3.725,4.3484,1.0472,480,320,0.706,0.898,0.157,0.741,0.004,2.657,0.001,0.315,1.108,,,5.882,92.6,3216,0,0,0,0,143,14,6,0,120,True
124,1771515498.1898143,1315.8462999999756,pawn_shop,6.463,3.668,4.3484,1.0472,480,320,0.728,0.816,0.153,0.662,0.004,3.781,0.002,0.274,1.106,,,6.902,92.6,3226,0,0,0,0,143,14,6,0,120,True
125,1771515498.1998167,1325.8675999968546,pawn_shop,6.441,3.612,4.3484,1.0472,480,320,0.72,0.85,0.158,0.693,0.004,0.536,0.001,0.256,1.094,,,3.652,92.6,3239,0,0,0,0,143,14,5,0,120,True
126,1771515498.210819,1336.854499997571,pawn_shop,6.418,3.554,4.3484,1.0472,480,320,0.695,0.861,0.154,0.707,0.004,0.561,0.001,0.29,1.103,,,3.71,92.6,3252,0,0,0,0,143,14,5,0,120,True
127,1771515498.222823,1348.9414999930887,pawn_shop,6.396,3.496,4.3484,1.0472,480,320,0.766,0.92,0.165,0.755,0.005,0.553,0.001,0.252,1.088,,,3.777,92.6,3270,0,0,0,0,143,14,5,0,120,True
128,1771515498.2328243,1358.8714999932563,pawn_shop,6.373,3.437,4.3484,1.0472,480,320,0.766,0.821,0.178,0.643,0.005,0.55,0.001,0.272,1.069,,,3.686,92.6,3276,0,0,0,0,143,14,5,0,120,True
129,1771515498.2438266,1369.8836999974446,pawn_shop,6.35,3.378,4.3484,1.0472,480,320,0.717,0.926,0.161,0.766,0.004,0.551,0.001,0.238,1.085,,,3.712,92.6,3294,0,0,0,0,143,14,5,0,120,True
130,1771515498.2548294,1380.881999997655,pawn_shop,6.327,3.318,4.3484,1.0472,480,320,0.707,0.869,0.161,0.708,0.004,0.544,0.001,0.285,1.067,,,3.662,95.2,3308,0,0,0,0,143,14,5,0,120,True
131,1771515498.2658315,1391.859299998032,pawn_shop,6.304,3.258,4.3484,1.0472,480,320,0.679,0.907,0.155,0.753,0.005,0.547,0.001,0.236,1.082,,,3.632,95.2,3325,0,0,0,0,143,14,5,0,120,True
132,1771515498.276834,1402.8686999954516,pawn_shop,6.281,3.197,4.3484,1.0472,480,320,0.681,0.837,0.153,0.684,0.004,0.552,0.001,0.299,1.061,,,3.614,95.2,3337,0,0,0,0,143,14,5,0,120,True
133,1771515498.2878373,1413.9648999989731,pawn_shop,6.257,3.137,4.3484,1.0472,480,320,0.821,0.931,0.177,0.754,0.005,0.587,0.001,0.304,1.099,,,3.951,95.2,3351,0,0,0,0,143,14,5,0,120,True
134,1771515498.297839,1424.0342999983113,pawn_shop,6.234,3.077,4.3404,1.0472,480,320,0.77,0.898,0.175,0.723,0.005,0.578,0.001,0.303,1.115,,,3.869,95.2,3363,0,0,0,0,143,14,5,0,120,True
135,1771515498.307841,1434.1226999968057,pawn_shop,6.22,3.018,4.3044,1.0472,480,320,0.713,0.978,0.164,0.815,0.005,0.555,0.001,0.286,1.09,,,3.762,95.2,3383,0,0,0,0,143,14,5,0,120,True
136,1771515498.3178434,1444.0096000034828,pawn_shop,6.213,2.959,4.2684,1.0472,480,320,0.717,0.916,0.159,0.757,0.004,0.58,0.001,0.274,1.091,,,3.758,95.2,3398,0,0,0,0,143,14,5,0,120,True
137,1771515498.3278456,1454.049699997995,pawn_shop,6.211,2.901,4.2564,1.0472,480,320,0.768,1.003,0.172,0.831,0.006,0.595,0.001,0.287,1.111,,,3.952,95.2,3418,0,0,0,0,143,14,5,0,120,True
138,1771515498.3378487,1463.889199992991,pawn_shop,6.213,2.843,4.2564,1.0472,480,320,0.714,0.888,0.158,0.73,0.004,0.562,0.001,0.229,1.08,,,3.653,95.2,3432,0,0,0,0,143,14,5,0,120,True
139,1771515498.3488503,1474.9135000020033,pawn_shop,6.218,2.785,4.2524,1.0472,480,320,0.679,0.875,0.15,0.725,0.003,0.552,0.001,0.248,1.1,,,3.63,95.2,3446,0,0,0,0,143,14,5,0,120,True
140,1771515498.3598528,1485.9802999999374,pawn_shop,6.227,2.725,4.2404,1.0472,480,320,0.795,1.001,0.17,0.831,0.004,0.569,0.001,0.283,1.09,,,3.921,95.2,3466,0,0,0,0,143,14,4,0,120,True
141,1771515498.369855,1496.0335999930976,pawn_shop,6.236,2.666,4.2084,1.0472,480,320,0.723,1.055,0.156,0.899,0.005,0.556,0.001,0.254,1.09,,,3.86,95.2,3488,0,0,0,0,143,14,4,0,120,True
142,1771515498.3798573,1506.0233999975026,pawn_shop,6.247,2.607,4.1724,1.0472,480,320,0.707,0.998,0.149,0.849,0.004,0.543,0.001,0.279,1.09,,,3.799,95.2,3510,0,0,0,0,143,14,4,0,120,True
143,1771515498.3898597,1516.0045999946306,pawn_shop,6.258,2.548,4.1244,1.0472,480,320,0.718,1.012,0.154,0.858,0.004,0.564,0.001,0.351,1.104,,,3.943,95.2,3530,0,0,0,0,143,14,4,0,120,True
144,1771515498.3998618,1526.0347000003094,pawn_shop,6.268,2.489,4.0524,1.0472,480,320,0.731,1.053,0.152,0.901,0.004,0.562,0.001,0.23,1.101,,,3.859,95.2,3553,0,0,0,0,143,14,4,0,120,True
145,1771515498.4098642,1536.0284999915166,pawn_shop,6.277,2.43,3.9804,1.0472,480,320,0.711,1.002,0.155,0.847,0.004,0.569,0.001,0.253,1.094,,,3.808,95.2,3573,0,0,0,0,143,14,5,0,120,True
146,1771515498.4198663,1546.0290999908466,pawn_shop,6.284,2.37,3.9084,1.0472,480,320,0.78,1.052,0.161,0.891,0.004,0.589,0.001,0.236,1.105,,,3.943,95.2,3595,0,0,0,0,143,14,5,0,120,True
147,1771515498.4298687,1556.056699992041,pawn_shop,6.289,2.311,3.8404,1.0472,480,320,0.752,0.952,0.157,0.794,0.004,0.589,0.001,0.249,1.094,,,3.816,95.2,3610,0,0,0,0,143,14,6,0,120,True
148,1771515498.439871,1566.030599991791,pawn_shop,6.291,2.252,3.7804,1.0472,480,320,0.692,1.123,0.152,0.971,0.004,0.616,0.001,0.275,1.103,,,3.993,95.2,3639,0,0,0,0,143,14,6,0,120,True
149,1771515498.4498737,1576.080600003479,pawn_shop,6.291,2.192,3.7284,1.0472,480,320,0.772,1.004,0.165,0.84,0.005,0.643,0.001,0.317,1.109,,,4.033,95.2,3657,0,0,0,0,143,14,6,0,120,True
150,1771515498.4598756,1586.041299990029,pawn_shop,6.288,2.133,3.6924,1.0472,480,320,0.704,1.045,0.156,0.889,0.005,0.622,0.001,0.3,1.109,,,3.97,100.0,3679,0,0,0,0,143,14,6,0,120,True
151,1771515498.4698777,1596.0188000026392,pawn_shop,6.283,2.074,3.6644,1.0472,480,320,0.698,1.026,0.153,0.872,0.004,0.635,0.001,0.264,1.114,,,3.924,100.0,3700,0,0,0,0,143,14,6,0,120,True
152,1771515498.4798799,1606.0444000031566,pawn_shop,6.276,2.016,3.6444,1.0472,480,320,0.744,1.05,0.167,0.883,0.004,0.642,0.001,0.332,1.11,,,4.07,100.0,3722,0,0,0,0,143,14,6,0,120,True
153,1771515498.4898825,1616.0284999932628,pawn_shop,6.267,1.957,3.6364,1.0472,480,320,0.789,1.06,0.178,0.882,0.005,0.646,0.001,0.28,1.102,,,4.065,100.0,3741,0,0,0,0,143,14,6,0,120,True
154,1771515498.4998844,1625.982199999271,pawn_shop,6.256,1.899,3.6244,1.0472,480,320,0.694,1.04,0.152,0.888,0.004,0.614,0.001,0.27,1.1,,,3.896,100.0,3762,0,0,0,0,143,14,6,0,120,True
155,1771515498.5098867,1635.946900001727,pawn_shop,6.245,1.841,3.6204,1.0472,480,320,0.686,1.214,0.154,1.06,0.004,0.616,0.001,0.235,1.097,,,4.031,100.0,3794,0,0,0,0,143,14,6,0,120,True
156,1771515498.5198889,1645.958299995982,pawn_shop,6.231,1.783,3.6164,1.0472,480,320,0.704,1.259,0.154,1.105,0.004,0.628,0.001,0.237,1.093,,,4.103,100.0,3829,0,0,0,0,143,14,6,0,120,True
157,1771515498.529891,1655.97870000056,pawn_shop,6.217,1.726,3.6124,1.0472,480,320,0.718,1.309,0.156,1.153,0.006,0.633,0.001,0.272,1.105,,,4.228,100.0,3862,0,0,0,0,143,14,6,0,120,True
158,1771515498.5398934,1665.9814000013284,pawn_shop,6.202,1.668,3.6044,1.0472,480,320,0.741,1.246,0.156,1.09,0.004,0.613,0.001,0.221,1.095,,,4.101,100.0,3892,0,0,0,0,143,14,6,0,120,True
159,1771515498.5498958,1675.993999990169,pawn_shop,6.186,1.611,3.5924,1.0472,480,320,0.714,1.171,0.156,1.015,0.004,0.638,0.001,0.257,1.093,,,4.056,100.0,3917,0,0,0,0,143,14,6,0,120,True
160,1771515498.5598986,1686.1333999986527,pawn_shop,6.164,1.559,3.5724,1.0472,480,320,0.759,1.158,0.169,0.99,0.005,0.621,0.001,0.259,1.136,,,4.12,100.0,3940,0,0,0,0,143,14,6,0,120,True
161,1771515498.5699,1696.1103999929037,pawn_shop,6.135,1.512,3.5484,1.0472,480,320,0.816,1.29,0.177,1.113,0.005,0.64,0.001,0.387,1.124,,,4.469,100.0,3969,0,0,0,0,143,14,6,0,120,True
162,1771515498.5809028,1707.1958000015002,pawn_shop,6.101,1.47,3.5164,1.0472,480,320,0.819,1.281,0.193,1.088,0.005,0.633,0.001,0.303,1.117,,,4.353,100.0,3995,0,0,0,0,143,14,6,0,120,True
163,1771515498.5929055,1718.4250999998767,pawn_shop,6.061,1.43,3.4724,1.0472,480,320,0.803,1.216,0.187,1.029,0.005,0.62,0.001,0.337,1.113,,,4.299,100.0,4018,0,0,0,0,143,14,6,0,120,True
164,1771515498.6019073,1728.1511999899521,pawn_shop,6.019,1.395,3.4324,1.0472,480,320,0.832,1.533,0.189,1.344,0.005,0.626,0.001,0.397,1.114,,,4.718,100.0,4057,0,0,0,0,143,14,6,0,120,True
165,1771515498.6119096,1738.1606999988435,pawn_shop,5.973,1.364,3.3964,1.0472,480,320,0.818,1.622,0.188,1.434,0.007,0.656,0.001,0.408,1.151,,,4.891,100.0,4111,0,0,0,0,143,14,6,0,120,True
166,1771515498.622912,1748.3357000019168,pawn_shop,5.925,1.336,3.3604,1.0472,480,320,0.793,1.463,0.188,1.276,0.005,0.635,0.001,0.303,1.115,,,4.51,100.0,4146,0,0,0,0,143,14,6,0,120,True
167,1771515498.631914,1758.0924999929266,pawn_shop,5.875,1.312,3.3284,1.0472,480,320,0.743,1.521,0.168,1.353,0.005,0.626,0.001,0.28,1.102,,,4.464,100.0,4199,0,0,0,0,143,14,6,0,120,True
168,1771515498.6429167,1769.1130000021076,pawn_shop,5.822,1.312,3.2924,1.0472,480,320,0.754,1.323,0.175,1.147,0.005,0.653,0.001,0.276,1.105,,,4.299,100.0,4231,0,0,0,0,143,14,6,0,120,True
169,1771515498.653919,1780.132699990645,pawn_shop,5.767,1.312,3.2604,1.0472,480,320,0.724,1.289,0.169,1.119,0.005,0.612,0.001,0.264,1.095,,,4.177,100.0,4262,0,0,0,0,143,14,6,0,120,True
170,1771515498.6649215,1791.0869999905117,pawn_shop,5.71,1.312,3.2284,1.0472,480,320,0.709,1.298,0.165,1.134,0.004,0.583,0.001,0.279,1.09,,,4.144,95.2,4295,0,0,0,0,143,14,6,0,120,True
171,1771515498.6749237,1801.098900003126,pawn_shop,5.652,1.312,3.1884,1.0472,480,320,0.715,1.399,0.166,1.234,0.005,0.597,0.001,0.255,1.094,,,4.253,95.2,4341,0,0,0,0,143,14,6,0,120,True
172,1771515498.6859264,1811.323200003244,pawn_shop,5.594,1.3,3.1444,1.0472,480,320,0.72,1.45,0.168,1.282,0.004,0.58,0.001,0.261,1.102,,,4.299,95.2,4392,0,0,0,0,143,14,5,0,120,True
173,1771515498.6959286,1822.1046999969985,pawn_shop,5.535,1.3,3.0884,1.0472,480,320,0.681,1.136,0.158,0.977,0.005,0.588,0.001,0.261,1.099,,,3.952,95.2,4418,0,0,0,0,143,14,5,0,120,True
174,1771515498.7059307,1832.1040000009816,pawn_shop,5.475,1.3,3.0244,1.0472,480,320,0.706,1.157,0.169,0.989,0.005,0.596,0.001,0.263,1.088,,,3.994,95.2,4444,0,0,0,0,143,14,5,0,120,True
175,1771515498.715933,1842.094299994642,pawn_shop,5.416,1.3,2.9364,1.0472,480,320,0.686,1.102,0.159,0.943,0.004,0.599,0.001,0.324,1.105,,,4.009,95.2,4467,0,0,0,0,143,14,5,0,120,True
176,1771515498.7259355,1852.114099994651,pawn_shop,5.357,1.301,2.8604,1.0472,480,320,0.708,1.205,0.167,1.038,0.005,0.608,0.001,0.245,1.068,,,4.018,95.2,4495,0,0,0,0,143,14,6,0,120,True
177,1771515498.7359376,1862.1087999927113,pawn_shop,5.298,1.306,2.7884,1.0472,480,320,0.694,1.188,0.161,1.026,0.004,0.608,0.001,0.238,1.089,,,4.001,95.2,4522,0,0,0,0,143,14,6,0,120,True
178,1771515498.74594,1872.1656999987317,pawn_shop,5.24,1.315,2.7244,1.0472,480,320,0.806,1.356,0.185,1.172,0.005,0.629,0.001,0.288,1.088,,,4.357,95.2,4556,0,0,0,0,143,14,6,0,120,True
179,1771515498.7569423,1883.153199989465,pawn_shop,5.182,1.327,2.6764,1.0472,480,320,0.75,1.437,0.169,1.267,0.004,0.71,0.001,0.283,1.088,,,4.47,95.2,4600,0,0,0,0,143,14,6,0,120,True
180,1771515498.767945,1894.1103999968618,pawn_shop,5.124,1.342,2.6604,1.0472,480,320,0.746,1.464,0.172,1.292,0.005,0.626,0.001,0.265,1.081,,,4.368,97.1,4648,0,0,0,0,143,14,6,0,120,True
181,1771515498.7789474,1905.0726999994367,pawn_shop,5.065,1.36,2.6804,1.0472,480,320,0.727,1.241,0.163,1.078,0.004,0.645,0.001,0.295,1.077,,,4.19,97.1,4680,0,0,0,0,143,14,6,0,120,True
182,1771515498.7889495,1915.1472999947146,pawn_shop,5.007,1.379,2.7644,1.0472,480,320,0.757,1.142,0.165,0.976,0.004,0.638,0.001,0.271,1.078,,,4.075,97.1,4702,0,0,0,0,143,14,6,0,120,True
183,1771515498.7989516,1925.1665999909164,pawn_shop,4.949,1.398,2.8724,1.0472,480,320,0.781,1.05,0.171,0.879,0.004,0.628,0.001,0.255,1.129,,,4.051,97.1,4718,0,0,0,0,143,14,5,0,120,True
184,1771515498.808954,1935.1573000021745,pawn_shop,4.891,1.414,2.9804,1.0472,480,320,0.827,0.943,0.174,0.769,0.004,0.621,0.001,0.248,1.088,,,3.919,97.1,4728,0,0,0,0,143,14,5,0,120,True
185,1771515498.8189566,1945.108200001414,pawn_shop,4.833,1.429,2.9964,1.0472,480,320,0.812,0.859,0.17,0.688,0.251,0.646,0.001,0.252,1.073,,,4.086,97.1,4734,0,0,0,0,143,14,5,1,121,True
186,1771515498.8289587,1955.022199996165,pawn_shop,4.774,1.443,2.9964,1.0472,480,320,0.784,1.0,0.194,0.807,0.261,0.69,0.001,0.307,1.098,,,4.37,97.1,4754,0,0,0,0,143,14,5,3,123,True
187,1771515498.838961,1965.047899997444,pawn_shop,4.716,1.456,3.0004,1.0472,480,320,0.762,0.884,0.173,0.711,0.267,0.659,0.001,0.227,1.057,,,4.057,97.1,4767,0,0,0,0,143,14,5,6,126,True
188,1771515498.848963,1975.0479999929667,pawn_shop,4.657,1.468,3.0044,1.0472,480,320,0.709,0.843,0.168,0.675,0.27,0.667,0.001,0.229,1.077,,,3.997,97.1,4777,0,0,0,0,143,14,5,7,127,True
189,1771515498.8589654,1984.9981000006665,pawn_shop,4.598,1.48,3.0044,1.0472,480,320,0.703,0.776,0.17,0.606,0.266,0.679,0.001,0.297,1.083,,,4.016,97.1,4778,0,0,0,0,143,14,5,6,126,True
190,1771515498.8689678,1995.0952999934088,pawn_shop,4.539,1.49,3.0044,1.0472,480,320,0.758,0.806,0.183,0.623,0.273,0.727,0.001,0.366,1.086,,,4.23,99.0,4779,0,0,0,0,143,14,5,6,126,True
191,1771515498.87897,2005.0477999902796,pawn_shop,4.48,1.501,3.0044,1.0472,480,320,0.742,0.769,0.174,0.595,0.262,0.681,0.001,0.213,1.07,,,3.939,99.0,4780,0,0,0,0,143,14,5,5,125,True
192,1771515498.8889723,2015.0197000039043,pawn_shop,4.421,1.511,3.0044,1.0472,480,320,0.708,0.894,0.166,0.727,0.259,0.662,0.001,0.262,1.063,,,4.05,99.0,4797,0,0,0,0,143,14,5,4,124,True
193,1771515498.8989744,2024.9955999897793,pawn_shop,4.362,1.52,3.0044,1.0472,480,320,0.682,0.785,0.159,0.626,0.243,0.665,0.001,0.265,1.058,,,3.897,99.0,4805,0,0,0,0,143,14,5,3,123,True
194,1771515498.9089766,2035.004499994102,pawn_shop,4.302,1.529,3.0044,1.0472,480,320,0.67,0.763,0.159,0.604,0.239,0.662,0.001,0.271,1.064,,,3.868,99.0,4811,0,0,0,0,143,14,5,3,123,True
195,1771515498.9189792,2045.0064999895403,pawn_shop,4.243,1.539,3.0044,1.0472,480,320,0.674,0.735,0.159,0.576,0.234,0.663,0.001,0.218,1.052,,,3.773,99.0,4812,0,0,0,0,143,14,5,2,122,True
196,1771515498.9299815,2056.015699999989,pawn_shop,4.183,1.548,3.0044,1.0472,480,320,0.705,0.82,0.165,0.655,0.237,0.665,0.001,0.232,1.053,,,3.911,99.0,4823,0,0,0,0,143,14,5,1,121,True
197,1771515498.9399836,2065.999799990095,pawn_shop,4.123,1.557,3.0044,1.0472,480,320,0.674,0.768,0.153,0.614,0.004,0.644,0.001,0.228,1.057,,,3.552,99.0,4831,0,0,0,0,143,14,5,0,120,True
198,1771515498.9509861,2077.000399993267,pawn_shop,4.061,1.566,3.0044,1.0472,480,320,0.677,0.727,0.151,0.576,0.004,0.67,0.001,0.277,1.044,,,3.584,99.0,4835,0,0,0,0,143,14,5,0,120,True
199,1771515498.9619887,2088.0077999900095,pawn_shop,3.999,1.575,3.0044,1.0472,480,320,0.694,0.738,0.161,0.577,0.004,0.67,0.001,0.258,1.086,,,3.645,99.0,4838,0,0,0,0,143,14,5,0,120,True
200,1771515498.9729912,2099.1007999982685,pawn_shop,3.936,1.584,2.9884,1.0472,480,320,0.702,0.846,0.16,0.686,0.004,0.668,0.001,0.291,1.099,,,3.813,96.2,4853,0,0,0,0,143,14,5,0,120,True
201,1771515498.9829934,2109.2550000030315,pawn_shop,3.874,1.593,2.9764,1.0472,480,320,0.753,0.865,0.175,0.69,0.005,0.7,0.001,0.279,1.096,,,3.901,96.2,4867,0,0,0,0,143,14,5,0,120,True
202,1771515498.9929955,2119.090699998196,pawn_shop,3.813,1.603,2.9764,1.0472,480,320,0.704,0.775,0.163,0.612,0.004,0.709,0.001,0.246,1.077,,,3.708,96.2,4873,0,0,0,0,143,14,5,0,120,True
203,1771515499.002998,2129.07670000277,pawn_shop,3.752,1.612,2.9764,1.0472,480,320,0.813,0.798,0.172,0.625,0.005,0.735,0.001,0.286,1.108,,,3.946,96.2,4880,0,0,0,0,143,14,5,0,120,True
204,1771515499.0130002,2139.082399997278,pawn_shop,3.691,1.622,2.9724,1.0472,480,320,0.726,0.867,0.162,0.704,0.004,0.741,0.001,0.373,1.775,,,4.664,96.2,4896,0,0,0,0,143,14,5,0,120,True
205,1771515499.0230038,2149.1106000030413,pawn_shop,3.631,1.632,2.9724,1.0472,480,320,0.828,0.878,0.181,0.697,0.005,0.744,0.001,0.296,1.124,,,4.015,96.2,4906,0,0,0,0,143,14,5,0,120,True
206,1771515499.0330052,2159.1766999918036,pawn_shop,3.573,1.633,2.9724,1.0472,480,320,0.721,0.793,0.158,0.636,0.004,0.747,0.001,0.268,1.098,,,3.762,96.2,4914,0,0,0,0,143,14,5,0,120,True
207,1771515499.0430067,2169.1208999982337,pawn_shop,3.516,1.628,2.9644,1.0472,480,320,0.773,0.925,0.167,0.757,0.005,0.8,0.001,0.277,1.117,,,4.039,96.2,4932,0,0,0,0,143,14,5,0,120,True
208,1771515499.05301,2179.184199994779,pawn_shop,3.461,1.618,2.9404,1.0472,480,320,0.798,0.809,0.168,0.641,0.005,0.746,0.001,0.254,1.115,,,3.909,96.2,4939,0,0,0,0,143,14,5,0,120,True
209,1771515499.0630124,2189.1910999984248,pawn_shop,3.406,1.604,2.8964,1.0472,480,320,0.739,0.846,0.163,0.683,0.004,0.75,0.001,0.248,1.12,,,3.887,96.2,4951,0,0,0,0,143,14,5,0,120,True
210,1771515499.073014,2199.1733000031672,pawn_shop,3.352,1.587,2.8244,1.0472,480,320,0.783,0.897,0.168,0.729,0.284,0.871,0.001,0.28,1.106,,,4.409,100.0,4967,0,0,0,0,143,14,5,5,125,True
211,1771515499.0840168,2210.203199996613,pawn_shop,3.296,1.569,2.7364,1.0472,480,320,0.777,0.833,0.18,0.653,0.308,0.946,0.001,0.279,1.108,,,4.442,100.0,4972,0,0,0,0,143,14,5,14,134,True
212,1771515499.0950193,2221.2299999955576,pawn_shop,3.239,1.552,2.6364,1.0472,480,320,0.783,0.962,0.198,0.764,0.386,0.976,0.001,0.267,1.088,,,4.651,100.0,4986,0,0,0,0,143,14,5,23,143,True
213,1771515499.1050217,2231.1917999904836,pawn_shop,3.181,1.535,2.5484,1.0472,480,320,0.726,1.002,0.198,0.804,0.404,0.962,0.001,0.293,1.091,,,4.671,100.0,5004,0,0,0,0,143,14,5,31,151,True
214,1771515499.1150236,2241.189199994551,pawn_shop,3.124,1.52,2.4604,1.0472,480,320,0.723,1.08,0.221,0.86,0.453,1.092,0.001,0.284,1.099,,,4.925,100.0,5027,0,0,0,0,143,14,6,47,167,True
215,1771515499.125026,2251.225500003784,pawn_shop,3.065,1.508,2.3804,1.0472,480,320,0.839,1.112,0.258,0.854,0.49,1.311,0.001,0.307,1.124,,,5.391,100.0,5044,0,0,0,0,143,14,6,59,179,True
216,1771515499.136028,2262.2460999991745,pawn_shop,3.006,1.499,2.2884,1.0472,480,320,0.739,1.123,0.251,0.872,0.539,1.305,0.001,0.258,1.091,,,5.274,100.0,5064,0,0,0,0,143,14,8,68,188,True
217,1771515499.1470308,2273.234099993715,pawn_shop,2.945,1.493,2.2084,1.0472,480,320,0.721,19.424,0.271,19.153,0.635,1.423,0.001,0.281,1.128,,,23.836,100.0,5085,0,0,0,0,144,14,8,81,201,True
218,1771515499.1730363,2299.127199992654,pawn_shop,2.866,1.493,2.0684,1.0472,480,320,0.699,1.177,0.29,0.887,0.677,1.547,0.001,0.292,1.109,,,5.71,100.0,5103,0,0,0,0,144,14,8,110,230,True
219,1771515499.1830394,2309.2100999929244,pawn_shop,2.792,1.498,2.0204,1.0472,480,320,0.705,1.192,0.303,0.89,0.647,1.614,0.001,0.284,1.097,,,5.747,100.0,5119,0,0,0,0,144,14,9,118,238,True
220,1771515499.1930413,2319.225799990818,pawn_shop,2.722,1.509,1.9764,1.0472,480,320,0.74,1.268,0.333,0.935,0.665,1.711,0.001,0.273,1.1,,,5.969,83.3,5138,0,0,0,0,144,14,9,127,247,True
221,1771515499.2030432,2329.2072999902302,pawn_shop,2.655,1.523,1.9284,1.0472,480,320,0.695,1.234,0.318,0.916,0.69,1.766,0.001,0.271,1.118,,,5.99,83.3,5154,0,0,0,0,144,14,9,135,255,True
222,1771515499.213046,2339.235399995232,pawn_shop,2.591,1.541,1.8684,1.0472,480,320,0.74,1.236,0.352,0.884,0.707,1.81,0.001,0.268,1.111,,,6.08,83.3,5163,0,0,0,0,144,14,9,142,262,True
